episode,return,length,epsilon,act0,act1,act2,act3
1892,53.4711,18,0.05,5,9,2,2
1893,6.8885,3,0.05,0,3,0,0
1894,1.1976,1,0.05,0,1,0,0
1895,2.1501,2,0.05,0,1,0,1
1896,9.2497,1,0.05,0,1,0,0
1897,0.1498,1,0.05,0,1,0,0
1898,51.1342,43,0.05,7,14,16,6
1899,18.7719,7,0.05,0,2,5,0
1900,17.5257,2,0.05,0,0,2,0
1901,2.3688,1,0.05,0,0,1,0
1902,0.3998,1,0.05,0,1,0,0
1903,6.7378,7,0.05,4,1,2,0
1904,3.0795,1,0.05,0,0,1,0
1905,8.3487,4,0.05,0,1,2,1
1906,11.8314,3,0.05,0,1,1,1
1907,4.1322,2,0.05,0,0,1,1
1908,2.0135,1,0.05,0,0,1,0
1909,0.1656,1,0.05,0,0,1,0
1910,17.9744,11,0.05,7,2,1,1
1911,7.1063,4,0.05,1,0,2,1
1912,25.2368,6,0.05,0,1,4,1
1913,7.6069,2,0.05,0,0,1,1
1914,2.6709,4,0.05,0,0,1,3
1915,0.6499,1,0.05,0,1,0,0
1916,2.7505,1,0.05,0,1,0,0
1917,16.825,7,0.05,1,6,0,0
1918,14.236,1,0.05,0,1,0,0
1919,0.2674,1,0.05,0,1,0,0
1920,15.4915,6,0.05,0,4,1,1
1921,1.2151,1,0.05,0,1,0,0
1922,0.5063,2,0.05,0,1,0,1
1923,2.1253,1,0.05,0,1,0,0
1924,14.4916,5,0.05,3,2,0,0
1925,0.0797,1,0.05,0,1,0,0
1926,0.7873,2,0.05,0,1,0,1
1927,1.9002,1,0.05,0,1,0,0
1928,3.4544,2,0.05,0,1,0,1
1929,0.0297,1,0.05,0,1,0,0
1930,1.6752,1,0.05,0,1,0,0
1931,10.5943,2,0.05,0,1,0,1
1932,2.2003,1,0.05,0,1,0,0
1933,0.4498,1,0.05,0,1,0,0
1934,30.5259,13,0.05,9,2,0,2
1935,5.297,2,0.05,0,1,0,1
1936,4.2936,4,0.05,0,1,1,2
1937,2.8425,2,0.05,0,0,2,0
1938,0.3498,1,0.05,0,1,0,0
1939,12.7257,21,0.05,10,3,7,1
1940,2.2503,1,0.05,0,1,0,0
1941,3.8063,3,0.05,0,2,0,1
1942,0.725,1,0.05,0,1,0,0
1943,2.6954,3,0.05,0,1,0,2
1944,17.804,9,0.05,7,1,1,0
1945,8.752,1,0.05,0,1,0,0
1946,0.7635,3,0.05,0,1,0,2
1947,15.0703,6,0.05,0,1,3,2
1948,3.3164,1,0.05,0,0,1,0
1949,31.261,11,0.05,4,0,6,1
1950,18.1307,6,0.05,1,1,4,0
1951,5.922,2,0.05,0,0,2,0
1952,4.9805,4,0.05,2,1,1,0
1953,16.277,4,0.05,0,1,3,0
1954,8.7321,2,0.05,1,1,0,0
1955,55.9335,13,0.05,1,4,8,0
1956,2.7505,1,0.05,0,1,0,0
1957,0.6394,1,0.05,0,0,1,0
1958,33.4035,9,0.05,6,0,2,1
1959,33.5608,9,0.05,0,6,3,0
1960,8.4312,4,0.05,0,2,2,0
1961,18.5514,9,0.05,3,2,3,1
1962,3.5007,1,0.05,0,1,0,0
1963,4.1586,2,0.05,0,0,1,1
1964,6.6309,7,0.05,0,3,2,2
1965,5.1611,3,0.05,0,1,1,1
1966,1.9658,2,0.05,0,0,2,0
1967,11.5025,7,0.05,0,0,7,0
1968,1.6581,1,0.05,0,0,1,0
1969,3.0795,1,0.05,0,0,1,0
1970,1.6581,1,0.05,0,0,1,0
1971,1.6533,1,0.05,0,0,1,0
1972,4.5009,1,0.05,0,0,1,0
1973,1.6581,1,0.05,0,0,1,0
1974,9.8443,2,0.05,0,0,1,1
1975,16.1092,1,0.05,0,0,1,0
1976,0.1775,1,0.05,0,0,1,0
1977,24.4771,4,0.05,0,0,3,1
1978,0.1498,1,0.05,0,1,0,0
1979,3.9059,4,0.05,0,2,2,0
1980,0.0498,1,0.05,0,1,0,0
1981,7.3978,3,0.05,0,1,0,2
1982,16.6783,4,0.05,0,4,0,0
1983,0.3788,1,0.05,0,0,1,0
1984,9.4735,1,0.05,0,0,1,0
1985,0.2604,1,0.05,0,0,1,0
1986,9.8437,4,0.05,0,0,2,2
1987,2.1319,1,0.05,0,0,1,0
1988,4.6324,2,0.05,0,0,0,2
1989,3.7215,3,0.05,0,0,1,2
1990,25.315,3,0.05,0,0,2,1
1991,10.5284,3,0.05,0,1,1,1
1992,0.4499,1,0.05,0,0,1,0
1993,656.9671,401,0.05,104,174,31,92
1994,49.0365,9,0.05,7,1,1,0
1995,5.7012,1,0.05,0,1,0,0
1996,4.9986,1,0.05,0,1,0,0
1997,0.9498,2,0.05,0,2,0,0
1998,0.6391,4,0.05,0,4,0,0
1999,82.9744,9,0.05,2,5,1,1
2000,3.4518,2,0.05,0,1,0,1
2001,4.0287,17,0.05,0,2,8,7
2002,7.2541,3,0.05,1,1,1,0
2003,1.342,2,0.05,0,1,1,0
2004,2.3092,3,0.05,0,0,3,0
2005,2.0135,1,0.05,0,0,1,0
2006,0.2604,1,0.05,0,0,1,0
2007,1.8529,1,0.05,0,0,0,1
2008,4.1456,1,0.05,0,0,1,0
2009,0.4642,2,0.05,0,1,1,0
2010,9.7858,3,0.05,0,1,2,0
2011,0.3749,1,0.05,0,1,0,0
2012,3.4949,3,0.05,0,1,1,1
2013,1.4976,1,0.05,0,1,0,0
2014,56.9898,8,0.05,5,2,0,1
2015,2.1458,4,0.05,0,2,2,0
2016,10.8079,5,0.05,0,1,3,1
2017,17.5305,2,0.05,0,0,2,0
2018,10.6809,2,0.05,0,1,1,0
2019,24.5473,3,0.05,0,0,3,0
2020,0.945,1,0.05,0,0,1,0
2021,23.9529,3,0.05,0,2,1,0
2022,5.626,2,0.05,0,2,0,0
2023,0.1999,1,0.05,0,1,0,0
2024,1.4976,1,0.05,0,1,0,0
2025,6.5015,1,0.05,0,1,0,0
2026,1.4199,4,0.05,0,2,1,1
2027,18.0126,2,0.05,0,1,1,0
2028,1.7001,1,0.05,0,1,0,0
2029,0.4498,1,0.05,0,1,0,0
2030,0.7874,1,0.05,0,1,0,0
2031,1.5737,2,0.05,0,1,0,1
2032,48.5803,14,0.05,10,2,2,0
2033,3.6507,1,0.05,0,1,0,0
2034,8.4209,1,0.05,0,0,0,1
2035,1.125,1,0.05,0,1,0,0
2036,2.1042,2,0.05,0,1,1,0
2037,0.925,1,0.05,0,1,0,0
2038,43.7526,14,0.05,6,4,4,0
2039,4.1558,3,0.05,0,1,2,0
2040,4.2925,3,0.05,0,1,2,0
2041,4.702,2,0.05,0,0,2,0
2042,44.1887,7,0.05,5,0,2,0
2043,64.6736,16,0.05,12,0,3,1
2044,2.998,1,0.05,0,1,0,0
2045,1.875,2,0.05,0,2,0,0
2046,422.3802,411,0.05,78,239,88,6
2047,66.5027,6,0.05,1,1,4,0
2048,7.6513,3,0.05,0,0,3,0
2049,15.9356,3,0.05,0,0,2,1
2050,0.5065,2,0.05,0,0,2,0
2051,28.5068,3,0.05,1,1,1,0
2052,5.3338,2,0.05,0,1,1,0
2053,0.9998,2,0.05,0,2,0,0
2054,9.0521,1,0.05,0,1,0,0
2055,0.4692,3,0.05,0,1,0,2
2056,19.1295,2,0.05,1,1,0,0
2057,0.3788,1,0.05,0,0,1,0
2058,18.2806,5,0.05,2,3,0,0
2059,1.4002,1,0.05,0,1,0,0
2060,11.1068,6,0.05,5,0,0,1
2061,0.3319,2,0.05,0,1,1,0
2062,20.1121,13,0.05,8,3,1,1
2063,35.5809,22,0.05,8,2,4,8
2064,0.9946,2,0.05,0,0,2,0
2065,0.3975,2,0.05,0,0,2,0
2066,1.5632,2,0.05,0,0,2,0
2067,8.6518,4,0.05,2,0,2,0
2068,0.5921,1,0.05,0,0,1,0
2069,2.5586,3,0.05,0,2,1,0
2070,0.3788,1,0.05,0,0,1,0
2071,5.4485,1,0.05,0,0,1,0
2072,9.5336,3,0.05,0,1,2,0
2073,2.0845,1,0.05,0,0,1,0
2074,13.3137,1,0.05,0,0,1,0
2075,0.1254,1,0.05,0,0,1,0
2076,0.2367,1,0.05,0,0,1,0
2077,3.7488,2,0.05,1,1,0,0
2078,4.264,1,0.05,0,0,1,0
2079,3.0795,1,0.05,0,0,1,0
2080,0.1419,1,0.05,0,0,1,0
2081,9.2171,4,0.05,1,1,2,0
2082,1.125,1,0.05,0,1,0,0
2083,13.5811,11,0.05,2,4,5,0
2084,16.2081,2,0.05,0,1,1,0
2085,7.5807,1,0.05,0,0,1,0
2086,5.5297,7,0.05,4,2,1,0
2087,19.6695,6,0.05,4,1,1,0
2088,2.5004,1,0.05,0,1,0,0
2089,0.155,1,0.05,1,0,0,0
2090,7.2385,1,0.05,1,0,0,0
2091,30.314,7,0.05,3,1,0,3
2092,1.7766,1,0.05,0,0,1,0
2093,0.5683,1,0.05,0,0,1,0
2094,2.9388,7,0.05,4,0,3,0
2095,10.1867,1,0.05,0,0,1,0
2096,3.1785,8,0.05,1,1,6,0
2097,9.9945,5,0.05,2,0,3,0
2098,2.741,4,0.05,2,1,1,0
2099,2.5462,2,0.05,0,1,1,0
2100,0.5788,1,0.05,1,0,0,0
2101,8.9492,2,0.05,2,0,0,0
2102,2.3688,1,0.05,1,0,0,0
2103,13.7844,3,0.05,2,1,0,0
2104,1.5368,2,0.05,1,0,0,1
2105,0.4472,1,0.05,1,0,0,0
2106,0.2874,1,0.05,0,1,0,0
2107,3.0005,1,0.05,0,1,0,0
2108,7.6321,7,0.05,4,2,0,1
2109,21.2683,2,0.05,0,0,1,1
2110,7.5807,1,0.05,0,0,1,0
2111,5.6106,6,0.05,0,0,5,1
2112,18.3586,6,0.05,0,1,5,0
2113,0.5041,2,0.05,0,0,2,0
2114,0.2533,1,0.05,0,0,1,0
2115,37.1914,5,0.05,0,3,2,0
2116,1.4449,1,0.05,0,0,1,0
2117,1.5752,1,0.05,0,1,0,0
2118,6.1079,4,0.05,0,2,2,0
2119,6.4722,3,0.05,0,2,1,0
2120,48.6961,3,0.05,1,0,2,0
2121,1.2088,3,0.05,0,1,2,0
2122,1.8121,4,0.05,0,2,2,0
2123,0.8589,6,0.05,1,1,4,0
2124,3.6717,1,0.05,0,0,1,0
2125,2.0448,3,0.05,0,3,0,0
2126,11.9748,3,0.05,0,1,1,1
2127,11.3558,12,0.05,6,5,0,1
2128,3.3268,2,0.05,0,1,0,1
2129,10.1595,4,0.05,2,2,0,0
2130,2.5004,1,0.05,0,1,0,0
2131,0.7425,1,0.05,0,1,0,0
2132,9.2497,1,0.05,0,1,0,0
2133,29.5838,13,0.05,0,0,13,0
2134,0.1182,1,0.05,0,0,1,0
2135,73.1717,37,0.05,3,12,17,5
2136,19.1082,9,0.05,4,2,1,2
2137,0.1537,1,0.05,0,0,1,0
2138,17.04,5,0.05,0,1,4,0
2139,10.2628,4,0.05,2,1,0,1
2140,0.1273,1,0.05,0,1,0,0
2141,6.9202,10,0.05,6,4,0,0
2142,3.7507,1,0.05,0,1,0,0
2143,0.4624,1,0.05,0,1,0,0
2144,1.5002,1,0.05,0,1,0,0
2145,7.5017,1,0.05,0,1,0,0
2146,59.8667,7,0.05,6,1,0,0
2147,1.6105,2,0.05,1,0,0,1
2148,7.0427,5,0.05,4,0,0,1
2149,67.5328,35,0.05,9,5,5,16
2150,11.5576,4,0.05,1,1,2,0
2151,0.5374,1,0.05,0,1,0,0
2152,4.2166,1,0.05,0,0,1,0
2153,15.5286,5,0.05,0,2,2,1
2154,4.5259,1,0.05,0,1,0,0
2155,9.252,2,0.05,0,2,0,0
2156,10.6322,8,0.05,3,2,1,2
2157,5.3283,2,0.05,0,0,1,1
2158,136.5847,15,0.05,12,0,3,0
2159,31.569,18,0.05,13,2,3,0
2160,2.5004,1,0.05,0,1,0,0
2161,2.8792,2,0.05,0,1,1,0
2162,0.3498,1,0.05,0,1,0,0
2163,0.4473,1,0.05,0,1,0,0
2164,15.5038,1,0.05,0,1,0,0
2165,14.0032,2,0.05,0,2,0,0
2166,1.5974,2,0.05,0,2,0,0
2167,30.4725,2,0.05,0,2,0,0
2168,0.4498,1,0.05,0,1,0,0
2169,9.9998,1,0.05,0,1,0,0
2170,5.6586,3,0.05,2,1,0,0
2171,1.2895,1,0.05,1,0,0,0
2172,34.0171,12,0.05,11,1,0,0
2173,14.3648,12,0.05,0,1,9,2
2174,0.3788,1,0.05,0,0,1,0
2175,11.0983,4,0.05,0,0,2,2
2176,15.6818,5,0.05,3,0,1,1
2177,9.9998,1,0.05,0,1,0,0
2178,0.5612,3,0.05,1,1,0,1
2179,5.626,2,0.05,0,2,0,0
2180,11.2878,2,0.05,0,1,0,1
2181,6.159,2,0.05,1,0,0,1
2182,2.837,2,0.05,2,0,0,0
2183,22.7802,2,0.05,1,0,0,1
2184,8.4204,1,0.05,1,0,0,0
2185,8.6835,1,0.05,1,0,0,0
2186,27.769,5,0.05,5,0,0,0
2187,13.8707,5,0.05,1,3,1,0
2188,12.8071,6,0.05,4,0,2,0
2189,2.0845,1,0.05,0,0,1,0
2190,46.7353,5,0.05,3,0,2,0
2191,1.1843,1,0.05,0,0,1,0
2192,0.5683,1,0.05,0,0,1,0
2193,8.1926,8,0.05,1,0,4,3
2194,8.3673,3,0.05,0,0,2,1
2195,1.0658,1,0.05,0,0,1,0
2196,2.8056,4,0.05,1,0,1,2
2197,0.0105,2,0.05,0,0,1,1
2198,0.3314,1,0.05,0,0,1,0
2199,2.1295,1,0.05,0,0,1,0
2200,9.4735,1,0.05,0,0,1,0
2201,11.4026,8,0.05,3,2,3,0
2202,5.4485,1,0.05,0,0,1,0
2203,13.3628,5,0.05,0,1,4,0
2204,20.0676,4,0.05,2,1,1,0
2205,2.148,3,0.05,0,1,2,0
2206,0.0708,1,0.05,0,0,1,0
2207,2.7751,3,0.05,0,2,1,0
2208,3.7263,3,0.05,0,1,2,0
2209,14.9826,1,0.05,1,0,0,0
2210,9.4757,2,0.05,0,0,2,0
2211,13.108,3,0.05,1,0,2,0
2212,0.1182,1,0.05,0,0,1,0
2213,8.5939,2,0.05,0,0,1,1
2214,9.0021,1,0.05,0,0,1,0
2215,16.1092,1,0.05,0,0,1,0
2216,45.0365,6,0.05,4,0,1,1
2217,13.7395,4,0.05,1,0,2,1
2218,4.9031,3,0.05,1,0,1,1
2219,0.2604,1,0.05,0,0,1,0
2220,3.7903,1,0.05,0,0,1,0
2221,6.2115,3,0.05,1,1,1,0
2222,23.3322,10,0.05,5,3,2,0
2223,0.149,1,0.05,0,0,1,0
2224,13.3054,3,0.05,0,0,2,1
2225,8.1569,6,0.05,0,1,3,2
2226,13.5636,2,0.05,0,1,1,0
2227,33.6681,7,0.05,1,3,2,1
2228,0.4023,2,0.05,0,0,1,1
2229,4.3759,1,0.05,0,1,0,0
2230,2.2213,2,0.05,0,1,0,1
2231,4.3755,3,0.05,0,3,0,0
2232,16.8369,6,0.05,0,2,1,3
2233,19.3305,7,0.05,0,5,0,2
2234,1.2275,3,0.05,0,2,0,1
2235,1.2501,1,0.05,0,1,0,0
2236,20.5679,3,0.05,1,1,1,0
2237,5.0321,4,0.05,0,1,2,1
2238,6.4019,5,0.05,0,4,0,1
2239,4.0008,1,0.05,0,1,0,0
2240,1.4565,2,0.05,0,1,1,0
2241,3.6105,4,0.05,0,3,1,0
2242,5.454,5,0.05,0,2,3,0
2243,0.4998,1,0.05,0,1,0,0
2244,2.1754,1,0.05,0,1,0,0
2245,28.2359,3,0.05,1,2,0,0
2246,1.1748,2,0.05,0,2,0,0
2247,0.925,1,0.05,0,1,0,0
2248,4.1372,2,0.05,0,1,1,0
2249,0.3686,2,0.05,0,1,0,1
2250,2.723,1,0.05,0,1,0,0
2251,2.1203,1,0.05,0,1,0,0
2252,9.7827,8,0.05,5,1,1,1
2253,1.225,1,0.05,0,1,0,0
2254,13.2085,3,0.05,1,2,0,0
2255,25.4951,9,0.05,6,2,0,1
2256,0.7425,1,0.05,0,1,0,0
2257,20.2496,3,0.05,0,3,0,0
2258,0.1498,1,0.05,0,1,0,0
2259,26.7535,4,0.05,0,4,0,0
2260,0.3248,1,0.05,0,1,0,0
2261,0.2748,1,0.05,0,1,0,0
2262,0.875,1,0.05,0,1,0,0
2263,18.9374,6,0.05,4,2,0,0
2264,10.1629,6,0.05,1,3,0,2
2265,0.2748,1,0.05,0,1,0,0
2266,4.5259,1,0.05,0,1,0,0
2267,0.5875,1,0.05,0,1,0,0
2268,7.9994,1,0.05,0,1,0,0
2269,2.8755,1,0.05,0,1,0,0
2270,7.8518,1,0.05,0,1,0,0
2271,64.1579,12,0.05,10,1,0,1
2272,7.9345,4,0.05,1,2,0,1
2273,0.5483,3,0.05,0,1,0,2
2274,3.4293,2,0.05,0,1,1,0
2275,0.4749,1,0.05,0,1,0,0
2276,4.2509,1,0.05,0,1,0,0
2277,0.4749,1,0.05,0,1,0,0
2278,4.1454,2,0.05,0,1,0,1
2279,0.5189,2,0.05,0,1,1,0
2280,0.6077,6,0.05,2,1,0,3
2281,2.3537,3,0.05,0,1,0,2
2282,0.2681,2,0.05,0,0,1,1
2283,0.173,4,0.05,0,0,1,3
2284,0.8764,1,0.05,0,0,1,0
2285,14.7179,8,0.05,3,2,3,0
2286,1.4322,6,0.05,1,1,4,0
2287,1.4999,2,0.05,0,2,0,0
2288,16.017,9,0.05,3,2,0,4
2289,0.1248,1,0.05,0,1,0,0
2290,4.5009,1,0.05,0,1,0,0
2291,0.9708,2,0.05,0,1,0,1
2292,0.0622,1,0.05,0,1,0,0
2293,0.1248,1,0.05,0,1,0,0
2294,6.8514,2,0.05,0,2,0,0
2295,0.6974,1,0.05,0,1,0,0
2296,6.4321,5,0.05,1,4,0,0
2297,1.8225,2,0.05,0,2,0,0
2298,35.0285,15,0.05,9,4,0,2
2299,0.6225,1,0.05,0,1,0,0
2300,4.4509,1,0.05,0,1,0,0
2301,0.7416,2,0.05,0,1,1,0
2302,2.9631,7,0.05,0,2,3,2
2303,17.0695,3,0.05,1,1,1,0
2304,0.5278,2,0.05,0,0,2,0
2305,1.1843,1,0.05,0,0,1,0
2306,0.4735,1,0.05,0,0,1,0
2307,0.0353,1,0.05,0,0,1,0
2308,12.6733,4,0.05,1,0,3,0
2309,19.8974,10,0.05,9,0,1,0
2310,5.1578,9,0.05,0,3,5,1
2311,0.0234,1,0.05,0,0,1,0
2312,1.0658,1,0.05,0,0,1,0
2313,9.718,7,0.05,2,2,2,1
2314,7.5017,1,0.05,0,1,0,0
2315,0.3498,1,0.05,0,1,0,0
2316,16.5046,4,0.05,1,3,0,0
2317,2.4379,1,0.05,0,1,0,0
2318,3.3423,3,0.05,0,2,0,1
2319,24.5567,4,0.05,2,2,0,0
2320,1.4976,1,0.05,0,1,0,0
2321,21.8537,8,0.05,6,2,0,0
2322,31.158,6,0.05,0,3,3,0
2323,19.9515,4,0.05,2,2,0,0
2324,0.1248,1,0.05,0,1,0,0
2325,4.632,2,0.05,0,1,1,0
2326,6.751,3,0.05,0,3,0,0
2327,3.1269,1,0.05,0,0,1,0
2328,0.4973,1,0.05,0,0,1,0
2329,1.5396,1,0.05,0,0,1,0
2330,1.4923,1,0.05,0,0,1,0
2331,59.7051,14,0.05,3,1,6,4
2332,28.8127,6,0.05,1,4,1,0
2333,5.3761,1,0.05,0,1,0,0
2334,2.3927,7,0.05,3,2,2,0
2335,0.172,2,0.05,0,1,0,1
2336,0.6499,1,0.05,0,1,0,0
2337,14.3033,2,0.05,1,1,0,0
2338,2.9766,2,0.05,0,1,0,1
2339,1.2998,2,0.05,0,2,0,0
2340,18.5232,5,0.05,2,3,0,0
2341,0.6097,22,0.05,1,1,14,6
2342,3.3949,4,0.05,0,1,3,0
2343,1.6685,4,0.05,0,2,2,0
2344,14.1404,2,0.05,0,0,2,0
2345,0.7601,3,0.05,0,2,1,0
2346,1.4212,1,0.05,0,0,1,0
2347,8.6103,15,0.05,9,5,1,0
2348,19.8119,4,0.05,1,0,2,1
2349,18.0045,1,0.05,0,0,1,0
2350,3.2928,2,0.05,0,2,0,0
2351,44.1878,6,0.05,3,1,2,0
2352,0.5683,1,0.05,0,0,1,0
2353,3.0795,1,0.05,0,0,1,0
2354,8.3359,2,0.05,0,1,1,0
2355,10.0892,2,0.05,0,0,2,0
2356,10.5678,3,0.05,0,0,3,0
2357,7.5566,3,0.05,0,0,3,0
2358,85.2523,27,0.05,8,9,2,8
2359,0.0353,2,0.05,0,0,2,0
2360,0.3999,1,0.05,0,0,0,1
2361,0.0448,1,0.05,0,0,1,0
2362,19.9997,2,0.05,1,0,1,0
2363,6.0008,3,0.05,1,1,1,0
2364,12.4996,4,0.05,3,0,1,0
2365,3.4453,2,0.05,0,1,1,0
2366,1.4212,1,0.05,0,0,1,0
2367,3.0795,1,0.05,0,0,1,0
2368,1.4212,1,0.05,0,0,1,0
2369,17.5485,22,0.05,9,9,2,2
2370,4.3822,2,0.05,0,1,1,0
2371,12.7022,4,0.05,0,4,0,0
2372,2.1203,1,0.05,0,1,0,0
2373,3.9481,2,0.05,0,2,0,0
2374,18.1926,12,0.05,7,3,0,2
2375,6.3256,6,0.05,3,2,1,0
2376,0.3314,1,0.05,0,0,1,0
2377,4.726,2,0.05,0,1,1,0
2378,1.8423,1,0.05,1,0,0,0
2379,5.4485,1,0.05,0,0,1,0
2380,0.1419,1,0.05,0,0,1,0
2381,15.636,9,0.05,5,2,2,0
2382,3.6258,1,0.05,0,1,0,0
2383,45.0891,6,0.05,4,2,0,0
2384,0.2573,1,0.05,0,1,0,0
2385,0.2248,1,0.05,0,1,0,0
2386,4.4482,2,0.05,0,2,0,0
2387,1.225,1,0.05,0,1,0,0
2388,2.8003,2,0.05,0,2,0,0
2389,17.7472,3,0.05,1,2,0,0
2390,0.6497,2,0.05,0,2,0,0
2391,0.6372,2,0.05,0,1,0,1
2392,0.5749,1,0.05,0,1,0,0
2393,2.1426,2,0.05,0,2,0,0
2394,8.5145,4,0.05,0,1,3,0
2395,37.4248,8,0.05,4,2,0,2
2396,2.8755,1,0.05,0,1,0,0
2397,2.8755,1,0.05,0,1,0,0
2398,2.7631,3,0.05,1,1,0,1
2399,3.2506,1,0.05,0,1,0,0
2400,0.295,2,0.05,0,1,0,1
2401,1.0591,3,0.05,0,0,1,2
2402,3.0795,1,0.05,0,0,1,0
2403,4.264,1,0.05,0,0,1,0
2404,12.076,4,0.05,2,0,1,1
2405,1.7766,1,0.05,0,0,1,0
2406,11.3923,2,0.05,1,0,1,0
2407,0.2233,2,0.05,0,0,1,1
2408,0.2367,1,0.05,0,0,1,0
2409,3.0004,2,0.05,1,0,1,0
2410,0.5761,2,0.05,0,0,1,1
2411,1.7092,2,0.05,0,1,1,0
2412,2.9477,2,0.05,2,0,0,0
2413,31.3225,5,0.05,5,0,0,0
2414,1.974,1,0.05,1,0,0,0
2415,10.0024,1,0.05,1,0,0,0
2416,0.2604,1,0.05,0,0,1,0
2417,0.7578,1,0.05,0,0,1,0
2418,0.2604,1,0.05,0,0,1,0
2419,0.2193,2,0.05,0,0,1,1
2420,1.895,1,0.05,0,0,1,0
2421,35.2805,10,0.05,6,1,2,1
2422,7.1069,1,0.05,0,0,1,0
2423,9.4936,5,0.05,3,0,1,1
2424,4.9053,3,0.05,0,2,0,1
2425,10.8319,5,0.05,3,1,0,1
2426,0.8374,1,0.05,0,1,0,0
2427,5.7512,1,0.05,0,1,0,0
2428,17.9867,2,0.05,0,2,0,0
2429,2.8755,1,0.05,0,1,0,0
2430,3.2506,1,0.05,0,1,0,0
2431,1.6677,1,0.05,0,1,0,0
2432,0.5999,1,0.05,0,1,0,0
2433,22.5889,5,0.05,2,3,0,0
2434,12.423,1,0.05,0,0,1,0
2435,46.8301,12,0.05,6,1,3,2
2436,709.7065,511,0.05,71,223,149,68
2437,9.7365,1,0.05,1,0,0,0
2438,27.0281,11,0.05,2,2,6,1
2439,9.5253,4,0.05,0,1,3,0
2440,1.5249,2,0.05,0,2,0,0
2441,12.8563,4,0.05,0,3,1,0
2442,20.7097,4,0.05,0,3,1,0
2443,1.5002,1,0.05,0,1,0,0
2444,17.0042,1,0.05,0,1,0,0
2445,45.8833,4,0.05,1,3,0,0
2446,8.2464,3,0.05,1,1,1,0
2447,0.1498,1,0.05,0,1,0,0
2448,0.4749,1,0.05,0,1,0,0
2449,8.0019,1,0.05,0,1,0,0
2450,6.4262,2,0.05,0,2,0,0
2451,33.9002,16,0.05,10,4,1,1
2452,2.4052,3,0.05,0,1,0,2
2453,12.2739,2,0.05,0,1,0,1
2454,24.8313,5,0.05,1,2,2,0
2455,9.4735,1,0.05,0,0,1,0
2456,1.4188,1,0.05,0,0,1,0
2457,44.4945,15,0.05,12,0,3,0
2458,23.6221,13,0.05,8,3,0,2
2459,14.2079,3,0.05,0,3,0,0
2460,0.807,4,0.05,0,2,0,2
2461,1.5002,1,0.05,0,1,0,0
2462,0.0748,1,0.05,0,1,0,0
2463,0.3374,1,0.05,0,1,0,0
2464,4.3759,1,0.05,0,1,0,0
2465,0.3709,2,0.05,0,1,0,1
2466,9.2497,1,0.05,0,1,0,0
2467,2.7373,1,0.05,0,0,0,1
2468,4.5756,2,0.05,0,2,0,0
2469,6.4511,2,0.05,0,2,0,0
2470,0.6124,1,0.05,0,1,0,0
2471,2.5004,1,0.05,0,1,0,0
2472,4.4825,11,0.05,4,4,3,0
2473,7.7515,2,0.05,0,2,0,0
2474,19.4059,6,0.05,4,2,0,0
2475,149.705,46,0.05,16,11,10,9
2476,1.5002,1,0.05,0,1,0,0
2477,27.7975,10,0.05,0,4,6,0
2478,1.6999,2,0.05,0,2,0,0
2479,10.2269,3,0.05,0,3,0,0
2480,1.3751,1,0.05,0,1,0,0
2481,20.2147,5,0.05,3,2,0,0
2482,3.7507,1,0.05,0,1,0,0
2483,16.5564,2,0.05,0,1,1,0
2484,0.7874,1,0.05,0,1,0,0
2485,0.1999,1,0.05,0,1,0,0
2486,1.6146,4,0.05,0,4,0,0
2487,4.726,1,0.05,0,1,0,0
2488,18.4217,6,0.05,4,2,0,0
2489,3.2896,3,0.05,1,1,1,0
2490,4.5009,1,0.05,0,1,0,0
2491,2.1404,1,0.05,0,1,0,0
2492,5.1269,4,0.05,0,2,2,0
2493,0.4973,1,0.05,0,0,1,0
2494,1.895,1,0.05,0,0,1,0
2495,0.989,3,0.05,0,0,1,2
2496,1.0634,1,0.05,0,0,1,0
2497,9.8886,3,0.05,1,2,0,0
2498,0.9759,4,0.05,0,1,2,1
2499,0.1023,1,0.05,0,1,0,0
2500,4.5009,1,0.05,0,1,0,0
2501,14.7606,7,0.05,3,2,2,0
2502,30.7029,9,0.05,5,1,3,0
2503,0.9,1,0.05,0,1,0,0
2504,5.8763,1,0.05,0,1,0,0
2505,6.5015,1,0.05,0,1,0,0
2506,8.2886,7,0.05,3,3,1,0
2507,19.6103,15,0.05,14,1,0,0
2508,19.4625,12,0.05,12,0,0,0
2509,0.3814,1,0.05,1,0,0,0
2510,4.4217,2,0.05,2,0,0,0
2511,16.4071,10,0.05,10,0,0,0
2512,2.3688,1,0.05,1,0,0,0
2513,7.633,2,0.05,2,0,0,0
2514,16.7668,3,0.05,3,0,0,0
2515,1.2895,1,0.05,1,0,0,0
2516,5.1738,5,0.05,2,0,1,2
2517,0.1051,1,0.05,1,0,0,0
2518,2.5791,2,0.05,2,0,0,0
2519,9.9758,2,0.05,2,0,0,0
2520,12.9818,10,0.05,6,3,0,1
2521,8.0843,5,0.05,2,0,3,0
2522,30.6311,5,0.05,0,3,2,0
2523,2.866,2,0.05,0,1,1,0
2524,6.0171,1,0.05,0,0,1,0
2525,28.3517,2,0.05,0,0,1,1
2526,1.1346,1,0.05,0,0,1,0
2527,1.4212,1,0.05,0,0,1,0
2528,15.5023,7,0.05,3,1,3,0
2529,48.3111,6,0.05,3,1,2,0
